Date,Site,Count
12/8/2019,South Mountain-Holbert Trail,119
12/8/2019,South Mountain-Judith Tunell Trail,19
12/8/2019,South Mountain-Kiwanis Trail ,97
12/8/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/8/2019,South Mountain-Mormon Trail,237
12/8/2019,South Mountain-Pima Dirt Rd. ,686
12/8/2019,South Mountain-Pima West Loop,324
12/8/2019,South Mountain-Telegraph Pass Trail,232
12/9/2019,E - Camelback - Cholla Trail ,
12/9/2019,E - Camelback - Echo Canyon Trail,457
12/9/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,150
12/9/2019,E - Dreamy Draw Park - Trail 100,73
12/9/2019,E - Papago - 5K Fitness,113
12/9/2019,E - Papago - Archery,27
12/9/2019,E - Papago - Hole In The Rock,96
12/9/2019,E - PMP - 32nd St. Trailhead,144
12/9/2019,E - PMP - 40th St. Trailhead - East Access,87
12/9/2019,E - PMP - 40th St. Trailhead - Wash - West Access,216
12/9/2019,E - PMP - Piestewa Summit Trail,573
12/9/2019,E - PMP - Trail 200,
12/9/2019,E - PMP - Trail 304,165
12/9/2019,E - PMP - Trail8B - 7000 N. 36th,
12/9/2019,N - 25th St. and Acoma-Shadow Mtn N,19
12/9/2019,N - 7th Ave - Peoria-Mtn. View Park Access,53
12/9/2019,N - Apache Wash Replacement,147
12/9/2019,N - Carefree Bridge - Cave Creek Wash,3
12/9/2019,N - Deem Hills - East - 39th Ave TH,76
12/9/2019,N - Deem Hills - West - 51st Ave TH,62
12/9/2019,N - Desert Hills - North - Ocotillo Trail,39
12/9/2019,N - Desert Hills - South - Sidewinder Trail,108
12/9/2019,N - Desert Vista TH - Hawk,85
12/9/2019,N - Lookout Mountain - 306 - North Side TH,253
12/9/2019,N - NMVC,92
12/9/2019,N - North Mountain - 44-Tower Road,312
12/9/2019,N - Shaw Butte TH,127
12/9/2019,N -15th Ave - Yucca-Shaw Butte SW,29
12/9/2019,N-NM TOWER TR 44 REPL,
12/9/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/9/2019,RIO SALADO 2875 S. 7th Street SE,
12/9/2019,RIO SALADO 3201 S. 16th Street SE,
12/9/2019,RIO-16ST-SE-REPL,
12/9/2019,RIO-7TH ST SE-REPL,
12/9/2019,RIO-CENT-NEGW-REPL,
12/9/2019,South Mountain- Desert Classic Trail,131
12/9/2019,South Mountain-620 Trailhead,53
12/9/2019,South Mountain-Hau'Pal,
12/9/2019,South Mountain-Holbert Trail,19
12/9/2019,South Mountain-Judith Tunell Trail,
12/9/2019,South Mountain-Kiwanis Trail ,48
12/9/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/9/2019,South Mountain-Mormon Trail,110
12/9/2019,South Mountain-Pima Dirt Rd. ,336
12/9/2019,South Mountain-Pima West Loop,177
12/9/2019,South Mountain-Telegraph Pass Trail,84
12/10/2019,E - Camelback - Cholla Trail ,
12/10/2019,E - Camelback - Echo Canyon Trail,621
12/10/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,202
12/10/2019,E - Dreamy Draw Park - Trail 100,84
12/10/2019,E - Papago - 5K Fitness,134
12/10/2019,E - Papago - Archery,36
12/10/2019,E - Papago - Hole In The Rock,225
12/10/2019,E - PMP - 32nd St. Trailhead,279
12/10/2019,E - PMP - 40th St. Trailhead - East Access,156
12/10/2019,E - PMP - 40th St. Trailhead - Wash - West Access,353
12/10/2019,E - PMP - Piestewa Summit Trail,804
12/10/2019,E - PMP - Trail 200,
12/10/2019,E - PMP - Trail 304,186
12/10/2019,E - PMP - Trail8B - 7000 N. 36th,
12/10/2019,N - 25th St. and Acoma-Shadow Mtn N,43
12/10/2019,N - 7th Ave - Peoria-Mtn. View Park Access,89
12/10/2019,N - Apache Wash Replacement,279
12/10/2019,N - Carefree Bridge - Cave Creek Wash,25
12/10/2019,N - Deem Hills - East - 39th Ave TH,76
12/10/2019,N - Deem Hills - West - 51st Ave TH,83
12/10/2019,N - Desert Hills - North - Ocotillo Trail,67
12/10/2019,N - Desert Hills - South - Sidewinder Trail,81
12/10/2019,N - Desert Vista TH - Hawk,87
12/10/2019,N - Lookout Mountain - 306 - North Side TH,283
12/10/2019,N - NMVC,153
12/10/2019,N - North Mountain - 44-Tower Road,456
12/10/2019,N - Shaw Butte TH,195
12/10/2019,N -15th Ave - Yucca-Shaw Butte SW,43
12/10/2019,N-NM TOWER TR 44 REPL,
12/10/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/10/2019,RIO SALADO 2875 S. 7th Street SE,
12/10/2019,RIO SALADO 3201 S. 16th Street SE,
12/10/2019,RIO-16ST-SE-REPL,
12/10/2019,RIO-7TH ST SE-REPL,
12/10/2019,RIO-CENT-NEGW-REPL,
12/10/2019,South Mountain- Desert Classic Trail,255
12/10/2019,South Mountain-620 Trailhead,88
12/10/2019,South Mountain-Hau'Pal,
12/10/2019,South Mountain-Holbert Trail,45
12/10/2019,South Mountain-Judith Tunell Trail,
12/10/2019,South Mountain-Kiwanis Trail ,50
12/10/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/10/2019,South Mountain-Mormon Trail,228
12/10/2019,South Mountain-Pima Dirt Rd. ,633
12/10/2019,South Mountain-Pima West Loop,331
12/10/2019,South Mountain-Telegraph Pass Trail,178
12/11/2019,E - Camelback - Cholla Trail ,
12/11/2019,E - Camelback - Echo Canyon Trail,520
12/11/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,198
12/11/2019,E - Dreamy Draw Park - Trail 100,101
12/11/2019,E - Papago - 5K Fitness,146
12/11/2019,E - Papago - Archery,53
12/11/2019,E - Papago - Hole In The Rock,169
12/11/2019,E - PMP - 32nd St. Trailhead,190
12/11/2019,E - PMP - 40th St. Trailhead - East Access,139
12/11/2019,E - PMP - 40th St. Trailhead - Wash - West Access,260
12/11/2019,E - PMP - Piestewa Summit Trail,859
12/11/2019,E - PMP - Trail 200,
12/11/2019,E - PMP - Trail 304,170
12/11/2019,E - PMP - Trail8B - 7000 N. 36th,
12/11/2019,N - 25th St. and Acoma-Shadow Mtn N,31
12/11/2019,N - 7th Ave - Peoria-Mtn. View Park Access,93
12/11/2019,N - Apache Wash Replacement,201
12/11/2019,N - Carefree Bridge - Cave Creek Wash,15
12/11/2019,N - Deem Hills - East - 39th Ave TH,45
12/11/2019,N - Deem Hills - West - 51st Ave TH,73
12/11/2019,N - Desert Hills - North - Ocotillo Trail,52
12/11/2019,N - Desert Hills - South - Sidewinder Trail,109
12/11/2019,N - Desert Vista TH - Hawk,93
12/11/2019,N - Lookout Mountain - 306 - North Side TH,298
12/11/2019,N - NMVC,109
12/11/2019,N - North Mountain - 44-Tower Road,425
12/11/2019,N - Shaw Butte TH,170
12/11/2019,N -15th Ave - Yucca-Shaw Butte SW,50
12/11/2019,N-NM TOWER TR 44 REPL,
12/11/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/11/2019,RIO SALADO 2875 S. 7th Street SE,
12/11/2019,RIO SALADO 3201 S. 16th Street SE,
12/11/2019,RIO-16ST-SE-REPL,
12/11/2019,RIO-7TH ST SE-REPL,
12/11/2019,RIO-CENT-NEGW-REPL,
12/11/2019,South Mountain- Desert Classic Trail,233
12/11/2019,South Mountain-620 Trailhead,90
12/11/2019,South Mountain-Hau'Pal,
12/11/2019,South Mountain-Holbert Trail,37
12/11/2019,South Mountain-Judith Tunell Trail,
12/11/2019,South Mountain-Kiwanis Trail ,35
12/11/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/11/2019,South Mountain-Mormon Trail,249
12/11/2019,South Mountain-Pima Dirt Rd. ,553
12/11/2019,South Mountain-Pima West Loop,340
12/11/2019,South Mountain-Telegraph Pass Trail,154
12/12/2019,E - Camelback - Cholla Trail ,
12/12/2019,E - Camelback - Echo Canyon Trail,557
12/12/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,196
12/12/2019,E - Dreamy Draw Park - Trail 100,93
12/12/2019,E - Papago - 5K Fitness,129
12/12/2019,E - Papago - Archery,66
12/12/2019,E - Papago - Hole In The Rock,175
12/12/2019,E - PMP - 32nd St. Trailhead,224
12/12/2019,E - PMP - 40th St. Trailhead - East Access,171
12/12/2019,E - PMP - 40th St. Trailhead - Wash - West Access,388
12/12/2019,E - PMP - Piestewa Summit Trail,815
12/12/2019,E - PMP - Trail 200,
12/12/2019,E - PMP - Trail 304,224
12/12/2019,E - PMP - Trail8B - 7000 N. 36th,
12/12/2019,N - 25th St. and Acoma-Shadow Mtn N,31
12/12/2019,N - 7th Ave - Peoria-Mtn. View Park Access,87
12/12/2019,N - Apache Wash Replacement,183
12/12/2019,N - Carefree Bridge - Cave Creek Wash,10
12/12/2019,N - Deem Hills - East - 39th Ave TH,65
12/12/2019,N - Deem Hills - West - 51st Ave TH,76
12/12/2019,N - Desert Hills - North - Ocotillo Trail,72
12/12/2019,N - Desert Hills - South - Sidewinder Trail,103
12/12/2019,N - Desert Vista TH - Hawk,105
12/12/2019,N - Lookout Mountain - 306 - North Side TH,343
12/12/2019,N - NMVC,112
12/12/2019,N - North Mountain - 44-Tower Road,422
12/12/2019,N - Shaw Butte TH,181
12/12/2019,N -15th Ave - Yucca-Shaw Butte SW,40
12/12/2019,N-NM TOWER TR 44 REPL,
12/12/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/12/2019,RIO SALADO 2875 S. 7th Street SE,
12/12/2019,RIO SALADO 3201 S. 16th Street SE,
12/12/2019,RIO-16ST-SE-REPL,
12/12/2019,RIO-7TH ST SE-REPL,
12/12/2019,RIO-CENT-NEGW-REPL,
12/12/2019,South Mountain- Desert Classic Trail,231
12/12/2019,South Mountain-620 Trailhead,91
12/12/2019,South Mountain-Hau'Pal,
12/12/2019,South Mountain-Holbert Trail,49
12/12/2019,South Mountain-Judith Tunell Trail,
12/12/2019,South Mountain-Kiwanis Trail ,41
12/12/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/12/2019,South Mountain-Mormon Trail,216
12/12/2019,South Mountain-Pima Dirt Rd. ,616
12/12/2019,South Mountain-Pima West Loop,466
12/12/2019,South Mountain-Telegraph Pass Trail,193
12/13/2019,E - Camelback - Cholla Trail ,
12/13/2019,E - Camelback - Echo Canyon Trail,826
12/13/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,248
12/13/2019,E - Dreamy Draw Park - Trail 100,99
12/13/2019,E - Papago - 5K Fitness,123
12/13/2019,E - Papago - Archery,38
12/13/2019,E - Papago - Hole In The Rock,272
12/13/2019,E - PMP - 32nd St. Trailhead,265
12/13/2019,E - PMP - 40th St. Trailhead - East Access,241
12/13/2019,E - PMP - 40th St. Trailhead - Wash - West Access,603
12/13/2019,E - PMP - Piestewa Summit Trail,928
12/13/2019,E - PMP - Trail 200,
12/13/2019,E - PMP - Trail 304,187
12/13/2019,E - PMP - Trail8B - 7000 N. 36th,
12/13/2019,N - 25th St. and Acoma-Shadow Mtn N,33
12/13/2019,N - 7th Ave - Peoria-Mtn. View Park Access,74
12/13/2019,N - Apache Wash Replacement,233
12/13/2019,N - Carefree Bridge - Cave Creek Wash,20
12/13/2019,N - Deem Hills - East - 39th Ave TH,70
12/13/2019,N - Deem Hills - West - 51st Ave TH,87
12/13/2019,N - Desert Hills - North - Ocotillo Trail,66
12/13/2019,N - Desert Hills - South - Sidewinder Trail,104
12/13/2019,N - Desert Vista TH - Hawk,109
12/13/2019,N - Lookout Mountain - 306 - North Side TH,271
12/13/2019,N - NMVC,110
12/13/2019,N - North Mountain - 44-Tower Road,392
12/13/2019,N - Shaw Butte TH,223
12/13/2019,N -15th Ave - Yucca-Shaw Butte SW,49
12/13/2019,N-NM TOWER TR 44 REPL,
12/13/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/13/2019,RIO SALADO 2875 S. 7th Street SE,
12/13/2019,RIO SALADO 3201 S. 16th Street SE,
12/13/2019,RIO-16ST-SE-REPL,
12/13/2019,RIO-7TH ST SE-REPL,
12/13/2019,RIO-CENT-NEGW-REPL,
12/13/2019,South Mountain- Desert Classic Trail,219
12/13/2019,South Mountain-620 Trailhead,98
12/13/2019,South Mountain-Hau'Pal,
12/13/2019,South Mountain-Holbert Trail,51
12/13/2019,South Mountain-Judith Tunell Trail,
12/13/2019,South Mountain-Kiwanis Trail ,46
12/13/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/13/2019,South Mountain-Mormon Trail,203
12/13/2019,South Mountain-Pima Dirt Rd. ,587
12/13/2019,South Mountain-Pima West Loop,364
12/13/2019,South Mountain-Telegraph Pass Trail,208
12/14/2019,E - Camelback - Cholla Trail ,
12/14/2019,E - Camelback - Echo Canyon Trail,1349
12/14/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,388
12/14/2019,E - Dreamy Draw Park - Trail 100,145
12/14/2019,E - Papago - 5K Fitness,264
12/14/2019,E - Papago - Archery,75
12/14/2019,E - Papago - Hole In The Rock,296
12/14/2019,E - PMP - 32nd St. Trailhead,333
12/14/2019,E - PMP - 40th St. Trailhead - East Access,297
12/14/2019,E - PMP - 40th St. Trailhead - Wash - West Access,1127
12/14/2019,E - PMP - Piestewa Summit Trail,1491
12/14/2019,E - PMP - Trail 200,
12/14/2019,E - PMP - Trail 304,330
12/14/2019,E - PMP - Trail8B - 7000 N. 36th,
12/14/2019,N - 25th St. and Acoma-Shadow Mtn N,37
12/14/2019,N - 7th Ave - Peoria-Mtn. View Park Access,115
12/14/2019,N - Apache Wash Replacement,516
12/14/2019,N - Carefree Bridge - Cave Creek Wash,70
12/14/2019,N - Deem Hills - East - 39th Ave TH,115
12/14/2019,N - Deem Hills - West - 51st Ave TH,157
12/14/2019,N - Desert Hills - North - Ocotillo Trail,104
12/14/2019,N - Desert Hills - South - Sidewinder Trail,151
12/14/2019,N - Desert Vista TH - Hawk,154
12/14/2019,N - Lookout Mountain - 306 - North Side TH,521
12/14/2019,N - NMVC,253
12/14/2019,N - North Mountain - 44-Tower Road,604
12/14/2019,N - Shaw Butte TH,310
12/14/2019,N -15th Ave - Yucca-Shaw Butte SW,48
12/14/2019,N-NM TOWER TR 44 REPL,
12/14/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/14/2019,RIO SALADO 2875 S. 7th Street SE,
12/14/2019,RIO SALADO 3201 S. 16th Street SE,
12/14/2019,RIO-16ST-SE-REPL,
12/14/2019,RIO-7TH ST SE-REPL,
12/14/2019,RIO-CENT-NEGW-REPL,
12/14/2019,South Mountain- Desert Classic Trail,319
12/14/2019,South Mountain-620 Trailhead,165
12/14/2019,South Mountain-Hau'Pal,
12/14/2019,South Mountain-Holbert Trail,202
12/14/2019,South Mountain-Judith Tunell Trail,
12/14/2019,South Mountain-Kiwanis Trail ,158
12/14/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/14/2019,South Mountain-Mormon Trail,619
12/14/2019,South Mountain-Pima Dirt Rd. ,1261
12/14/2019,South Mountain-Pima West Loop,732
12/14/2019,South Mountain-Telegraph Pass Trail,302
12/15/2019,E - Camelback - Cholla Trail ,
12/15/2019,E - Camelback - Echo Canyon Trail,1125
12/15/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,359
12/15/2019,E - Dreamy Draw Park - Trail 100,158
12/15/2019,E - Papago - 5K Fitness,224
12/15/2019,E - Papago - Archery,112
12/15/2019,E - Papago - Hole In The Rock,344
12/15/2019,E - PMP - 32nd St. Trailhead,359
12/15/2019,E - PMP - 40th St. Trailhead - East Access,271
12/15/2019,E - PMP - 40th St. Trailhead - Wash - West Access,805
12/15/2019,E - PMP - Piestewa Summit Trail,1256
12/15/2019,E - PMP - Trail 200,
12/15/2019,E - PMP - Trail 304,400
12/15/2019,E - PMP - Trail8B - 7000 N. 36th,
12/15/2019,N - 25th St. and Acoma-Shadow Mtn N,27
12/15/2019,N - 7th Ave - Peoria-Mtn. View Park Access,146
12/15/2019,N - Apache Wash Replacement,591
12/15/2019,N - Carefree Bridge - Cave Creek Wash,61
12/15/2019,N - Deem Hills - East - 39th Ave TH,116
12/15/2019,N - Deem Hills - West - 51st Ave TH,144
12/15/2019,N - Desert Hills - North - Ocotillo Trail,129
12/15/2019,N - Desert Hills - South - Sidewinder Trail,172
12/15/2019,N - Desert Vista TH - Hawk,171
12/15/2019,N - Lookout Mountain - 306 - North Side TH,485
12/15/2019,N - NMVC,251
12/15/2019,N - North Mountain - 44-Tower Road,600
12/15/2019,N - Shaw Butte TH,296
12/15/2019,N -15th Ave - Yucca-Shaw Butte SW,53
12/15/2019,N-NM TOWER TR 44 REPL,
12/15/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/15/2019,RIO SALADO 2875 S. 7th Street SE,
12/15/2019,RIO SALADO 3201 S. 16th Street SE,
12/15/2019,RIO-16ST-SE-REPL,
12/15/2019,RIO-7TH ST SE-REPL,
12/15/2019,RIO-CENT-NEGW-REPL,
12/15/2019,South Mountain- Desert Classic Trail,358
12/15/2019,South Mountain-620 Trailhead,272
12/15/2019,South Mountain-Hau'Pal,
12/15/2019,South Mountain-Holbert Trail,153
12/15/2019,South Mountain-Judith Tunell Trail,
12/15/2019,South Mountain-Kiwanis Trail ,121
12/15/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/15/2019,South Mountain-Mormon Trail,485
12/15/2019,South Mountain-Pima Dirt Rd. ,1177
12/15/2019,South Mountain-Pima West Loop,745
12/15/2019,South Mountain-Telegraph Pass Trail,345
12/16/2019,E - Camelback - Cholla Trail ,
12/16/2019,E - Camelback - Echo Canyon Trail,774
12/16/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,181
12/16/2019,E - Dreamy Draw Park - Trail 100,93
12/16/2019,E - Papago - 5K Fitness,113
12/16/2019,E - Papago - Archery,24
12/16/2019,E - Papago - Hole In The Rock,200
12/16/2019,E - PMP - 32nd St. Trailhead,193
12/16/2019,E - PMP - 40th St. Trailhead - East Access,153
12/16/2019,E - PMP - 40th St. Trailhead - Wash - West Access,510
12/16/2019,E - PMP - Piestewa Summit Trail,777
12/16/2019,E - PMP - Trail 200,
12/16/2019,E - PMP - Trail 304,180
12/16/2019,E - PMP - Trail8B - 7000 N. 36th,
12/16/2019,N - 25th St. and Acoma-Shadow Mtn N,29
12/16/2019,N - 7th Ave - Peoria-Mtn. View Park Access,98
12/16/2019,N - Apache Wash Replacement,188
12/16/2019,N - Carefree Bridge - Cave Creek Wash,19
12/16/2019,N - Deem Hills - East - 39th Ave TH,55
12/16/2019,N - Deem Hills - West - 51st Ave TH,76
12/16/2019,N - Desert Hills - North - Ocotillo Trail,40
12/16/2019,N - Desert Hills - South - Sidewinder Trail,86
12/16/2019,N - Desert Vista TH - Hawk,86
12/16/2019,N - Lookout Mountain - 306 - North Side TH,346
12/16/2019,N - NMVC,106
12/16/2019,N - North Mountain - 44-Tower Road,390
12/16/2019,N - Shaw Butte TH,142
12/16/2019,N -15th Ave - Yucca-Shaw Butte SW,40
12/16/2019,N-NM TOWER TR 44 REPL,
12/16/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/16/2019,RIO SALADO 2875 S. 7th Street SE,
12/16/2019,RIO SALADO 3201 S. 16th Street SE,
12/16/2019,RIO-16ST-SE-REPL,
12/16/2019,RIO-7TH ST SE-REPL,
12/16/2019,RIO-CENT-NEGW-REPL,
12/16/2019,South Mountain- Desert Classic Trail,249
12/16/2019,South Mountain-620 Trailhead,105
12/16/2019,South Mountain-Hau'Pal,
12/16/2019,South Mountain-Holbert Trail,50
12/16/2019,South Mountain-Judith Tunell Trail,
12/16/2019,South Mountain-Kiwanis Trail ,36
12/16/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/16/2019,South Mountain-Mormon Trail,245
12/16/2019,South Mountain-Pima Dirt Rd. ,561
12/16/2019,South Mountain-Pima West Loop,396
12/16/2019,South Mountain-Telegraph Pass Trail,162
12/17/2019,E - Camelback - Cholla Trail ,
12/17/2019,E - Camelback - Echo Canyon Trail,843
12/17/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,178
12/17/2019,E - Dreamy Draw Park - Trail 100,88
12/17/2019,E - Papago - 5K Fitness,121
12/17/2019,E - Papago - Archery,44
12/17/2019,E - Papago - Hole In The Rock,114
12/17/2019,E - PMP - 32nd St. Trailhead,232
12/17/2019,E - PMP - 40th St. Trailhead - East Access,131
12/17/2019,E - PMP - 40th St. Trailhead - Wash - West Access,32
12/17/2019,E - PMP - Piestewa Summit Trail,770
12/17/2019,E - PMP - Trail 200,0
12/17/2019,E - PMP - Trail 304,135
12/17/2019,E - PMP - Trail8B - 7000 N. 36th,
12/17/2019,N - 25th St. and Acoma-Shadow Mtn N,50
12/17/2019,N - 7th Ave - Peoria-Mtn. View Park Access,83
12/17/2019,N - Apache Wash Replacement,228
12/17/2019,N - Carefree Bridge - Cave Creek Wash,35
12/17/2019,N - Deem Hills - East - 39th Ave TH,45
12/17/2019,N - Deem Hills - West - 51st Ave TH,77
12/17/2019,N - Desert Hills - North - Ocotillo Trail,42
12/17/2019,N - Desert Hills - South - Sidewinder Trail,105
12/17/2019,N - Desert Vista TH - Hawk,84
12/17/2019,N - Lookout Mountain - 306 - North Side TH,247
12/17/2019,N - NMVC,87
12/17/2019,N - North Mountain - 44-Tower Road,323
12/17/2019,N - Shaw Butte TH,134
12/17/2019,N -15th Ave - Yucca-Shaw Butte SW,33
12/17/2019,N-NM TOWER TR 44 REPL,
12/17/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/17/2019,RIO SALADO 2875 S. 7th Street SE,
12/17/2019,RIO SALADO 3201 S. 16th Street SE,
12/17/2019,RIO-16ST-SE-REPL,
12/17/2019,RIO-7TH ST SE-REPL,
12/17/2019,RIO-CENT-NEGW-REPL,
12/17/2019,South Mountain- Desert Classic Trail,196
12/17/2019,South Mountain-620 Trailhead,78
12/17/2019,South Mountain-Hau'Pal,
12/17/2019,South Mountain-Holbert Trail,45
12/17/2019,South Mountain-Judith Tunell Trail,8
12/17/2019,South Mountain-Kiwanis Trail ,47
12/17/2019,South Mountain-Ma-Ha-Tuak Perimeter,
12/17/2019,South Mountain-Mormon Trail,265
12/17/2019,South Mountain-Pima Dirt Rd. ,536
12/17/2019,South Mountain-Pima West Loop,287
12/17/2019,South Mountain-Telegraph Pass Trail,148
12/18/2019,E - Camelback - Cholla Trail ,
12/18/2019,E - Camelback - Echo Canyon Trail,605
12/18/2019,E - Dreamy Draw Park - Bike Path - Restroom Area,179
12/18/2019,E - Dreamy Draw Park - Trail 100,106
12/18/2019,E - Papago - 5K Fitness,98
12/18/2019,E - Papago - Archery,32
12/18/2019,E - Papago - Hole In The Rock,73
12/18/2019,E - PMP - 32nd St. Trailhead,173
12/18/2019,E - PMP - 40th St. Trailhead - East Access,110
12/18/2019,E - PMP - 40th St. Trailhead - Wash - West Access,0
12/18/2019,E - PMP - Piestewa Summit Trail,710
12/18/2019,E - PMP - Trail 200,0
12/18/2019,E - PMP - Trail 304,158
12/18/2019,E - PMP - Trail8B - 7000 N. 36th,0
12/18/2019,N - 25th St. and Acoma-Shadow Mtn N,27
12/18/2019,N - 7th Ave - Peoria-Mtn. View Park Access,80
12/18/2019,N - Apache Wash Replacement,201
12/18/2019,N - Carefree Bridge - Cave Creek Wash,16
12/18/2019,N - Deem Hills - East - 39th Ave TH,45
12/18/2019,N - Deem Hills - West - 51st Ave TH,69
12/18/2019,N - Desert Hills - North - Ocotillo Trail,47
12/18/2019,N - Desert Hills - South - Sidewinder Trail,85
12/18/2019,N - Desert Vista TH - Hawk,89
12/18/2019,N - Lookout Mountain - 306 - North Side TH,255
12/18/2019,N - NMVC,87
12/18/2019,N - North Mountain - 44-Tower Road,357
12/18/2019,N - Shaw Butte TH,131
12/18/2019,N -15th Ave - Yucca-Shaw Butte SW,39
12/18/2019,N-NM TOWER TR 44 REPL,
12/18/2019,RIO SALADO 2439 S. Central Avenue NE GATEWAY,
12/18/2019,RIO SALADO 2875 S. 7th Street SE,
